Species,Abundance,Site ID,SampleDate,Group,Flag_Duplicated
Cerataulina spp.,P,EPE,7/4/2023,Diatom,
Chaetoceros debilis,P,EPE,7/4/2023,Diatom,
Chaetoceros spp.,P,EPE,7/4/2023,Diatom,
Coscinodiscus spp.,P,EPE,7/4/2023,Diatom,
Dactyliosolen spp.,P,EPE,7/4/2023,Diatom,
Entomoneis spp.,P,EPE,7/4/2023,Diatom,
Fragilariopsis spp.,P,EPE,7/4/2023,Diatom,
Guinardia spp.,P,EPE,7/4/2023,Diatom,
Leptocylindrus spp.,P,EPE,7/4/2023,Diatom,
Licmophora spp.,P,EPE,7/4/2023,Diatom,
Navicula morphotype,P,EPE,7/4/2023,Diatom,
Nitzschia morphotype,P,EPE,7/4/2023,Diatom,
Odontella spp.,P,EPE,7/4/2023,Diatom,
Paralia sp,P,EPE,7/4/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,7/4/2023,Diatom,
Skeletonema spp.,P,EPE,7/4/2023,Diatom,
Thalassiosira spp.,P,EPE,7/4/2023,Diatom,
Dinophysis spp.,P,EPE,7/4/2023,Dinoflagellate,
Protoperidinium spp.,P,EPE,7/4/2023,Dinoflagellate,
Scrippsiella,P,EPE,7/4/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,7/4/2023,Silicoflagellate,
Cerataulina spp.,P,EPE,7/11/2023,Diatom,
Chaetoceros spp.,P,EPE,7/11/2023,Diatom,
Dactyliosolen spp.,P,EPE,7/11/2023,Diatom,
Guinardia spp.,A,EPE,7/11/2023,Diatom,
Lauderia spp.,P,EPE,7/11/2023,Diatom,
Leptocylindrus spp.,P,EPE,7/11/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,7/11/2023,Diatom,
Skeletonema spp.,P,EPE,7/11/2023,Diatom,
Thalassiosira spp.,P,EPE,7/11/2023,Diatom,
Heterocapsa spp.,P,EPE,7/11/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,7/11/2023,Silicoflagellate,
Chaetoceros debilis,P,EPE,7/18/2023,Diatom,
Chaetoceros spp.,P,EPE,7/18/2023,Diatom,
Dactyliosolen spp.,P,EPE,7/18/2023,Diatom,
Eucampia spp.,P,EPE,7/18/2023,Diatom,
Guinardia spp.,P,EPE,7/18/2023,Diatom,
Lauderia spp.,P,EPE,7/18/2023,Diatom,
Navicula morphotype,P,EPE,7/18/2023,Diatom,
Pleurosigma morphotype,P,EPE,7/18/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,7/18/2023,Diatom,
Skeletonema spp.,P,EPE,7/18/2023,Diatom,
Thalassiosira spp.,P,EPE,7/18/2023,Diatom,
Dinophysis spp.,P,EPE,7/18/2023,Dinoflagellate,
Scrippsiella,P,EPE,7/18/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,7/18/2023,Silicoflagellate,
Cerataulina spp.,P,EPE,7/25/2023,Diatom,
Chaetoceros concavicornis,P,EPE,7/25/2023,Diatom,
Chaetoceros spp.,P,EPE,7/25/2023,Diatom,
Dactyliosolen spp.,P,EPE,7/25/2023,Diatom,
Guinardia spp.,P,EPE,7/25/2023,Diatom,
Leptocylindrus spp.,P,EPE,7/25/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,7/25/2023,Diatom,
Skeletonema spp.,A,EPE,7/25/2023,Diatom,
Thalassiosira spp.,P,EPE,7/25/2023,Diatom,
Dinophysis spp.,P,EPE,7/25/2023,Dinoflagellate,
Heterocapsa spp.,P,EPE,7/25/2023,Dinoflagellate,
Preperidinium sp.,P,EPE,7/25/2023,Dinoflagellate,
Protoperidinium spp.,P,EPE,7/25/2023,Dinoflagellate,
Scrippsiella,P,EPE,7/25/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,7/25/2023,Silicoflagellate,
Cerataulina spp.,P,EPE,7/31/2023,Diatom,
Chaetoceros spp.,P,EPE,7/31/2023,Diatom,
Dactyliosolen spp.,P,EPE,7/31/2023,Diatom,
Guinardia spp.,P,EPE,7/31/2023,Diatom,
Leptocylindrus spp.,P,EPE,7/31/2023,Diatom,
Navicula morphotype,P,EPE,7/31/2023,Diatom,
Skeletonema spp.,P,EPE,7/31/2023,Diatom,
Thalassionema spp.,P,EPE,7/31/2023,Diatom,
Protoperidinium spp.,P,EPE,7/31/2023,Dinoflagellate,
Scrippsiella,P,EPE,7/31/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,7/31/2023,Silicoflagellate,
Chaetoceros spp.,P,EPE,8/8/2023,Diatom,
Dactyliosolen spp.,P,EPE,8/8/2023,Diatom,
Melosira spp.,P,EPE,8/8/2023,Diatom,
Navicula morphotype,P,EPE,8/8/2023,Diatom,
Nitzschia morphotype,P,EPE,8/8/2023,Diatom,
Pleurosigma morphotype,P,EPE,8/8/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,8/8/2023,Diatom,
Rhizosolenia spp.,P,EPE,8/8/2023,Diatom,
Skeletonema spp.,P,EPE,8/8/2023,Diatom,
Thalassiosira spp.,P,EPE,8/8/2023,Diatom,
Heterocapsa spp.,P,EPE,8/8/2023,Dinoflagellate,
Preperidinium sp.,P,EPE,8/8/2023,Dinoflagellate,
Protoperidinium spp.,P,EPE,8/8/2023,Dinoflagellate,
Scrippsiella,P,EPE,8/8/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,8/8/2023,Silicoflagellate,
Cerataulina spp.,P,EPE,8/15/2023,Diatom,
Entomoneis spp.,P,EPE,8/15/2023,Diatom,
Leptocylindrus spp.,P,EPE,8/15/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,8/15/2023,Diatom,
Skeletonema spp.,P,EPE,8/15/2023,Diatom,
Thalassiosira spp.,P,EPE,8/15/2023,Diatom,
Dinophysis spp.,P,EPE,8/15/2023,Dinoflagellate,
Heterocapsa spp.,P,EPE,8/15/2023,Dinoflagellate,
Preperidinium sp.,P,EPE,8/15/2023,Dinoflagellate,
Protoperidinium spp.,P,EPE,8/15/2023,Dinoflagellate,
Scrippsiella,P,EPE,8/15/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,8/15/2023,Silicoflagellate,
Chaetoceros spp.,P,EPE,8/29/2023,Diatom,
Coscinodiscus spp.,P,EPE,8/29/2023,Diatom,
Ditylum spp.,P,EPE,8/29/2023,Diatom,
Leptocylindrus spp.,P,EPE,8/29/2023,Diatom,
Navicula morphotype,P,EPE,8/29/2023,Diatom,
Nitzschia morphotype,P,EPE,8/29/2023,Diatom,
Pseudo-nitzschia spp.,A,EPE,8/29/2023,Diatom,
Thalassionema spp.,P,EPE,8/29/2023,Diatom,
Thalassiosira spp.,P,EPE,8/29/2023,Diatom,
Ceratium furca morphotype,P,EPE,8/29/2023,Dinoflagellate,
Ceratium fusus morphotype,P,EPE,8/29/2023,Dinoflagellate,
Ceratium longipes morphotype,P,EPE,8/29/2023,Dinoflagellate,
Dinophysis spp.,P,EPE,8/29/2023,Dinoflagellate,
Heterocapsa spp.,P,EPE,8/29/2023,Dinoflagellate,
Preperidinium sp.,P,EPE,8/29/2023,Dinoflagellate,
Protoperidinium spp.,A,EPE,8/29/2023,Dinoflagellate,
Scrippsiella,P,EPE,8/29/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,8/29/2023,Silicoflagellate,
Chaetoceros spp.,P,EPE,9/5/2023,Diatom,
Coscinodiscus spp.,P,EPE,9/5/2023,Diatom,
Entomoneis spp.,P,EPE,9/5/2023,Diatom,
Navicula morphotype,P,EPE,9/5/2023,Diatom,
Nitzschia morphotype,P,EPE,9/5/2023,Diatom,
Odontella spp.,P,EPE,9/5/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,9/5/2023,Diatom,
Skeletonema spp.,P,EPE,9/5/2023,Diatom,
Striatella,P,EPE,9/5/2023,Diatom,
Thalassiosira spp.,P,EPE,9/5/2023,Diatom,
Dinophysis spp.,P,EPE,9/5/2023,Dinoflagellate,
Prorocentrum spp.,P,EPE,9/5/2023,Dinoflagellate,
Protoperidinium spp.,P,EPE,9/5/2023,Dinoflagellate,
Scrippsiella,P,EPE,9/5/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),A,EPE,9/5/2023,Silicoflagellate,
Coscinodiscus spp.,P,EPE,9/19/2023,Diatom,
Entomoneis spp.,P,EPE,9/19/2023,Diatom,
Ceratium furca morphotype,P,EPE,9/19/2023,Dinoflagellate,
Ceratium longipes morphotype,P,EPE,9/19/2023,Dinoflagellate,
Preperidinium sp.,P,EPE,9/19/2023,Dinoflagellate,
Protoperidinium spp.,P,EPE,9/19/2023,Dinoflagellate,
Scrippsiella,P,EPE,9/19/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,9/19/2023,Silicoflagellate,
Cerataulina spp.,P,EPE,9/26/2023,Diatom,
Chaetoceros spp.,P,EPE,9/26/2023,Diatom,
Coscinodiscus spp.,A,EPE,9/26/2023,Diatom,
Licmophora spp.,P,EPE,9/26/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,9/26/2023,Diatom,
Thalassionema spp.,P,EPE,9/26/2023,Diatom,
Ceratium furca morphotype,P,EPE,9/26/2023,Dinoflagellate,
Prorocentrum spp.,P,EPE,9/26/2023,Dinoflagellate,
Protoperidinium spp.,P,EPE,9/26/2023,Dinoflagellate,
Scrippsiella,P,EPE,9/26/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,9/26/2023,Silicoflagellate,
Bacteriastrum spp.,P,EPE,10/3/2023,Diatom,
Cerataulina spp.,P,EPE,10/3/2023,Diatom,
Chaetoceros concavicornis,P,EPE,10/3/2023,Diatom,
Chaetoceros debilis,P,EPE,10/3/2023,Diatom,
Chaetoceros laciniosus,P,EPE,10/3/2023,Diatom,
Chaetoceros socialis,P,EPE,10/3/2023,Diatom,
Chaetoceros spp.,A,EPE,10/3/2023,Diatom,
Coscinodiscus spp.,P,EPE,10/3/2023,Diatom,
Melosira spp.,P,EPE,10/3/2023,Diatom,
Navicula morphotype,P,EPE,10/3/2023,Diatom,
Nitzschia morphotype,P,EPE,10/3/2023,Diatom,
Pleurosigma morphotype,P,EPE,10/3/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,10/3/2023,Diatom,
Rhizosolenia spp.,P,EPE,10/3/2023,Diatom,
Stephanopyxis spp.,P,EPE,10/3/2023,Diatom,
Thalassionema spp.,P,EPE,10/3/2023,Diatom,
Thalassiosira spp.,P,EPE,10/3/2023,Diatom,
Ceratium furca morphotype,P,EPE,10/3/2023,Dinoflagellate,
Ceratium longipes morphotype,P,EPE,10/3/2023,Dinoflagellate,
Dinophysis spp.,P,EPE,10/3/2023,Dinoflagellate,
Heterocapsa spp.,P,EPE,10/3/2023,Dinoflagellate,
Prorocentrum spp.,P,EPE,10/3/2023,Dinoflagellate,
Protoperidinium spp.,P,EPE,10/3/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,10/3/2023,Silicoflagellate,
Cerataulina spp.,P,EPE,10/12/2023,Diatom,
Chaetoceros concavicornis,P,EPE,10/12/2023,Diatom,
Chaetoceros laciniosus,P,EPE,10/12/2023,Diatom,
Chaetoceros spp.,P,EPE,10/12/2023,Diatom,
Ditylum spp.,P,EPE,10/12/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,10/12/2023,Diatom,
Rhizosolenia spp.,P,EPE,10/12/2023,Diatom,
Stephanopyxis spp.,P,EPE,10/12/2023,Diatom,
Thalassionema spp.,P,EPE,10/12/2023,Diatom,
Thalassiosira spp.,P,EPE,10/12/2023,Diatom,
Ceratium furca morphotype,P,EPE,10/12/2023,Dinoflagellate,
Ceratium longipes morphotype,P,EPE,10/12/2023,Dinoflagellate,
Dinophysis spp.,P,EPE,10/12/2023,Dinoflagellate,
Heterocapsa spp.,P,EPE,10/12/2023,Dinoflagellate,
Prorocentrum spp.,P,EPE,10/12/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,10/12/2023,Silicoflagellate,
Bacteriastrum spp.,P,EPE,10/26/2023,Diatom,
Chaetoceros concavicornis,P,EPE,10/26/2023,Diatom,
Chaetoceros socialis,P,EPE,10/26/2023,Diatom,
Chaetoceros spp.,P,EPE,10/26/2023,Diatom,
Coscinodiscus spp.,P,EPE,10/26/2023,Diatom,
Ditylum spp.,P,EPE,10/26/2023,Diatom,
Entomoneis spp.,P,EPE,10/26/2023,Diatom,
Guinardia spp.,P,EPE,10/26/2023,Diatom,
Lauderia spp.,P,EPE,10/26/2023,Diatom,
Navicula morphotype,P,EPE,10/26/2023,Diatom,
Nitzschia morphotype,P,EPE,10/26/2023,Diatom,
Pseudo-nitzschia spp.,P,EPE,10/26/2023,Diatom,
Rhizosolenia spp.,P,EPE,10/26/2023,Diatom,
Skeletonema spp.,P,EPE,10/26/2023,Diatom,
Striatella,P,EPE,10/26/2023,Diatom,
Thalassionema spp.,P,EPE,10/26/2023,Diatom,
Thalassiosira spp.,P,EPE,10/26/2023,Diatom,
Alexandrium spp.,P,EPE,10/26/2023,Dinoflagellate,
Ceratium furca morphotype,P,EPE,10/26/2023,Dinoflagellate,
Prorocentrum spp.,P,EPE,10/26/2023,Dinoflagellate,
Protoperidinium spp.,P,EPE,10/26/2023,Dinoflagellate,
Scrippsiella,P,EPE,10/26/2023,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPE,10/26/2023,Silicoflagellate,
Chaetoceros socialis,P,EPW,5/19/2015,Diatom,
Chaetoceros spp.,A,EPW,5/19/2015,Diatom,
Coscinodiscus spp.,P,EPW,5/19/2015,Diatom,
Ditylum spp.,P,EPW,5/19/2015,Diatom,
Eucampia spp.,P,EPW,5/19/2015,Diatom,
Lauderia spp.,A,EPW,5/19/2015,Diatom,
Leptocylindrus spp.,P,EPW,5/19/2015,Diatom,
Pleurosigma morphotype,P,EPW,5/19/2015,Diatom,
Pseudo-nitzschia spp.,A,EPW,5/19/2015,Diatom,
Skeletonema spp.,P,EPW,5/19/2015,Diatom,
Stephanopyxis spp.,P,EPW,5/19/2015,Diatom,
Thalassionema spp.,P,EPW,5/19/2015,Diatom,
Thalassiosira spp.,P,EPW,5/19/2015,Diatom,
Gyrodinium,P,EPW,5/19/2015,Dinoflagellate,
Protoperidinium spp.,P,EPW,5/19/2015,Dinoflagellate,
Cerataulina spp.,P,EPW,6/22/2016,Diatom,
Chaetoceros socialis,P,EPW,6/22/2016,Diatom,
Chaetoceros spp.,A,EPW,6/22/2016,Diatom,
Coscinodiscus spp.,P,EPW,6/22/2016,Diatom,
Ditylum spp.,P,EPW,6/22/2016,Diatom,
Eucampia spp.,P,EPW,6/22/2016,Diatom,
Lauderia spp.,P,EPW,6/22/2016,Diatom,
Leptocylindrus spp.,A,EPW,6/22/2016,Diatom,
Odontella spp.,P,EPW,6/22/2016,Diatom,
Pseudo-nitzschia spp.,P,EPW,6/22/2016,Diatom,
Rhizosolenia spp.,P,EPW,6/22/2016,Diatom,
Skeletonema spp.,P,EPW,6/22/2016,Diatom,
Stephanopyxis spp.,P,EPW,6/22/2016,Diatom,
Thalassionema spp.,P,EPW,6/22/2016,Diatom,
Thalassiosira spp.,P,EPW,6/22/2016,Diatom,
Ceratium furca morphotype,P,EPW,6/22/2016,Dinoflagellate,
Heterocapsa spp.,P,EPW,6/22/2016,Dinoflagellate,
Prorocentrum spp.,P,EPW,6/22/2016,Dinoflagellate,
Protoperidinium spp.,P,EPW,6/22/2016,Dinoflagellate,
Scrippsiella,P,EPW,6/22/2016,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,EPW,6/22/2016,Silicoflagellate,
Chaetoceros spp.,P,EPW,11/22/2016,Diatom,
Corethron spp.,P,EPW,11/22/2016,Diatom,
Entomoneis spp.,P,EPW,11/22/2016,Diatom,
Eucampia spp.,P,EPW,11/22/2016,Diatom,
Navicula morphotype,P,EPW,11/22/2016,Diatom,
Pseudo-nitzschia spp.,P,EPW,11/22/2016,Diatom,
Thalassionema spp.,P,EPW,11/22/2016,Diatom,
Thalassiosira spp.,P,EPW,11/22/2016,Diatom,
Dinophysis spp.,P,EPW,11/22/2016,Dinoflagellate,
Asterionellopsis,P,EPW,5/22/2024,Diatom,
Cerataulina spp.,P,EPW,5/22/2024,Diatom,
Chaetoceros debilis,A,EPW,5/22/2024,Diatom,
Chaetoceros socialis,A,EPW,5/22/2024,Diatom,
Chaetoceros spp.,B,EPW,5/22/2024,Diatom,
Cocconeis spp.,P,EPW,5/22/2024,Diatom,
Coscinodiscus spp.,P,EPW,5/22/2024,Diatom,
Dictyocha spp. (Chromophyte),P,EPW,5/22/2024,Silicoflagellate,
Dinophysis spp.,P,EPW,5/22/2024,Dinoflagellate,
Fragilariopsis spp.,P,EPW,5/22/2024,Diatom,
Licmophora spp.,P,EPW,5/22/2024,Diatom,
Navicula morphotype,P,EPW,5/22/2024,Diatom,
Nitzschia morphotype,P,EPW,5/22/2024,Diatom,
Protoperidinium spp.,P,EPW,5/22/2024,Dinoflagellate,
Pseudo-nitzschia spp.,P,EPW,5/22/2024,Diatom,
Rhizosolenia spp.,P,EPW,5/22/2024,Diatom,
Scrippsiella,P,EPW,5/22/2024,Dinoflagellate,
Skeletonema spp.,P,EPW,5/22/2024,Diatom,
Stephanopyxis spp.,P,EPW,5/22/2024,Diatom,
Thalassionema spp.,P,EPW,5/22/2024,Diatom,
Thalassiosira spp.,A,EPW,5/22/2024,Diatom,
Amphora spp.,P,EPW,5/29/2024,Diatom,
Chaetoceros concavicornis,P,EPW,5/29/2024,Diatom,
Chaetoceros debilis,B,EPW,5/29/2024,Diatom,
Chaetoceros socialis,B,EPW,5/29/2024,Diatom,
Chaetoceros spp.,P,EPW,5/29/2024,Diatom,
Coscinodiscus spp.,P,EPW,5/29/2024,Diatom,
Dactyliosolen spp.,P,EPW,5/29/2024,Diatom,
Dictyocha spp. (Chromophyte),P,EPW,5/29/2024,Silicoflagellate,
Ditylum spp.,P,EPW,5/29/2024,Diatom,
Eucampia spp.,P,EPW,5/29/2024,Diatom,
Fragilariopsis spp.,P,EPW,5/29/2024,Diatom,
Lauderia spp.,P,EPW,5/29/2024,Diatom,
Leptocylindrus spp.,P,EPW,5/29/2024,Diatom,
Licmophora spp.,P,EPW,5/29/2024,Diatom,
Melosira spp.,P,EPW,5/29/2024,Diatom,
Navicula morphotype,P,EPW,5/29/2024,Diatom,
Nitzschia morphotype,P,EPW,5/29/2024,Diatom,
Protoperidinium spp.,P,EPW,5/29/2024,Dinoflagellate,
Pseudo-nitzschia spp.,B,EPW,5/29/2024,Diatom,
Scrippsiella,P,EPW,5/29/2024,Dinoflagellate,
Skeletonema spp.,P,EPW,5/29/2024,Diatom,
Stephanopyxis spp.,P,EPW,5/29/2024,Diatom,
Thalassiosira spp.,P,EPW,5/29/2024,Diatom,
Cerataulina spp.,P,EPW,6/5/2024,Diatom,
Chaetoceros concavicornis,P,EPW,6/5/2024,Diatom,
Chaetoceros debilis,P,EPW,6/5/2024,Diatom,
Chaetoceros laciniosus,P,EPW,6/5/2024,Diatom,
Chaetoceros socialis,P,EPW,6/5/2024,Diatom,
Chaetoceros spp.,B,EPW,6/5/2024,Diatom,
Dactyliosolen spp.,P,EPW,6/5/2024,Diatom,
Dictyocha spp. (Chromophyte),P,EPW,6/5/2024,Silicoflagellate,
Ditylum spp.,P,EPW,6/5/2024,Diatom,
Eucampia spp.,P,EPW,6/5/2024,Diatom,
Fragilariopsis spp.,P,EPW,6/5/2024,Diatom,
Guinardia spp.,P,EPW,6/5/2024,Diatom,
Lauderia spp.,P,EPW,6/5/2024,Diatom,
Leptocylindrus spp.,P,EPW,6/5/2024,Diatom,
Licmophora spp.,P,EPW,6/5/2024,Diatom,
Navicula morphotype,P,EPW,6/5/2024,Diatom,
Pleurosigma morphotype,P,EPW,6/5/2024,Diatom,
Protoperidinium spp.,P,EPW,6/5/2024,Dinoflagellate,
Pseudo-nitzschia spp.,P,EPW,6/5/2024,Diatom,
Rhizosolenia spp.,P,EPW,6/5/2024,Diatom,
Scrippsiella,P,EPW,6/5/2024,Dinoflagellate,
Skeletonema spp.,P,EPW,6/5/2024,Diatom,
Stephanopyxis spp.,P,EPW,6/5/2024,Diatom,
Thalassionema spp.,P,EPW,6/5/2024,Diatom,
Thalassiosira spp.,P,EPW,6/5/2024,Diatom,
Ceratium furca morphotype,P,EPW,6/15/2024,Dinoflagellate,
Chaetoceros debilis,P,EPW,6/15/2024,Diatom,
Chaetoceros laciniosus,P,EPW,6/15/2024,Diatom,
Chaetoceros socialis,P,EPW,6/15/2024,Diatom,
Chaetoceros spp.,A,EPW,6/15/2024,Diatom,
Dactyliosolen spp.,P,EPW,6/15/2024,Diatom,
Ditylum spp.,P,EPW,6/15/2024,Diatom,
Eucampia spp.,P,EPW,6/15/2024,Diatom,
Guinardia spp.,P,EPW,6/15/2024,Diatom,
Heterocapsa spp.,P,EPW,6/15/2024,Dinoflagellate,
Lauderia spp.,P,EPW,6/15/2024,Diatom,
Leptocylindrus spp.,P,EPW,6/15/2024,Diatom,
Licmophora spp.,P,EPW,6/15/2024,Diatom,
Navicula morphotype,P,EPW,6/15/2024,Diatom,
Pseudo-nitzschia spp.,P,EPW,6/15/2024,Diatom,
Scrippsiella,P,EPW,6/15/2024,Dinoflagellate,
Skeletonema spp.,P,EPW,6/15/2024,Diatom,
Thalassionema spp.,P,EPW,6/15/2024,Diatom,
Thalassiosira spp.,P,EPW,6/15/2024,Diatom,
Chaetoceros concavicornis,P,EPW,6/21/2024,Diatom,
Chaetoceros debilis,P,EPW,6/21/2024,Diatom,
Chaetoceros socialis,P,EPW,6/21/2024,Diatom,
Chaetoceros spp.,A,EPW,6/21/2024,Diatom,
Dactyliosolen spp.,P,EPW,6/21/2024,Diatom,
Dictyocha spp. (Chromophyte),P,EPW,6/21/2024,Silicoflagellate,
Dinophysis spp.,P,EPW,6/21/2024,Dinoflagellate,
Diploneis spp.,P,EPW,6/21/2024,Diatom,
Eucampia spp.,P,EPW,6/21/2024,Diatom,
Guinardia spp.,P,EPW,6/21/2024,Diatom,
Heterocapsa spp.,P,EPW,6/21/2024,Dinoflagellate,
Lauderia spp.,P,EPW,6/21/2024,Diatom,
Licmophora spp.,P,EPW,6/21/2024,Diatom,
Navicula morphotype,P,EPW,6/21/2024,Diatom,
Protoperidinium spp.,P,EPW,6/21/2024,Dinoflagellate,
Pseudo-nitzschia spp.,P,EPW,6/21/2024,Diatom,
Scrippsiella,P,EPW,6/21/2024,Dinoflagellate,
Skeletonema spp.,P,EPW,6/21/2024,Diatom,
Thalassiosira spp.,P,EPW,6/21/2024,Diatom,
Ceratium furca morphotype,P,EPW,7/2/2024,Dinoflagellate,
Chaetoceros concavicornis,P,EPW,7/2/2024,Diatom,
Chaetoceros debilis,P,EPW,7/2/2024,Diatom,
Chaetoceros laciniosus,P,EPW,7/2/2024,Diatom,
Chaetoceros socialis,P,EPW,7/2/2024,Diatom,
Chaetoceros spp.,B,EPW,7/2/2024,Diatom,
Dactyliosolen spp.,A,EPW,7/2/2024,Diatom,
Dictyocha spp. (Chromophyte),P,EPW,7/2/2024,Silicoflagellate,
Guinardia spp.,P,EPW,7/2/2024,Diatom,
Heterocapsa spp.,P,EPW,7/2/2024,Dinoflagellate,
Lauderia spp.,P,EPW,7/2/2024,Diatom,
Leptocylindrus spp.,P,EPW,7/2/2024,Diatom,
Nitzschia morphotype,P,EPW,7/2/2024,Diatom,
Pleurosigma morphotype,P,EPW,7/2/2024,Diatom,
Preperidinium sp.,P,EPW,7/2/2024,Dinoflagellate,
Protoperidinium spp.,P,EPW,7/2/2024,Dinoflagellate,
Pseudo-nitzschia spp.,B,EPW,7/2/2024,Diatom,
Rhizosolenia spp.,P,EPW,7/2/2024,Diatom,
Scrippsiella,P,EPW,7/2/2024,Dinoflagellate,
Skeletonema spp.,P,EPW,7/2/2024,Diatom,
Stephanopyxis spp.,P,EPW,7/2/2024,Diatom,
Thalassionema spp.,P,EPW,7/2/2024,Diatom,
Thalassiosira spp.,P,EPW,7/2/2024,Diatom,
Cerataulina spp.,P,EPW,7/25/2024,Diatom,
Ceratium furca morphotype,P,EPW,7/25/2024,Dinoflagellate,
Chaetoceros concavicornis,P,EPW,7/25/2024,Diatom,
Chaetoceros debilis,P,EPW,7/25/2024,Diatom,
Chaetoceros laciniosus,P,EPW,7/25/2024,Diatom,
Chaetoceros socialis,P,EPW,7/25/2024,Diatom,
Chaetoceros spp.,A,EPW,7/25/2024,Diatom,
Coscinodiscus spp.,P,EPW,7/25/2024,Diatom,
Dictyocha spp. (Chromophyte),P,EPW,7/25/2024,Silicoflagellate,
Dinophysis spp.,P,EPW,7/25/2024,Dinoflagellate,
Ditylum spp.,P,EPW,7/25/2024,Diatom,
Eucampia spp.,P,EPW,7/25/2024,Diatom,
Gonyaulax,P,EPW,7/25/2024,Dinoflagellate,
Guinardia spp.,P,EPW,7/25/2024,Diatom,
Heterocapsa spp.,P,EPW,7/25/2024,Dinoflagellate,
Lauderia spp.,P,EPW,7/25/2024,Diatom,
Leptocylindrus spp.,P,EPW,7/25/2024,Diatom,
Navicula morphotype,P,EPW,7/25/2024,Diatom,
Nitzschia morphotype,P,EPW,7/25/2024,Diatom,
Paralia sp,P,EPW,7/25/2024,Diatom,
Pleurosigma morphotype,P,EPW,7/25/2024,Diatom,
Protoperidinium spp.,P,EPW,7/25/2024,Dinoflagellate,
Pseudo-nitzschia spp.,A,EPW,7/25/2024,Diatom,
Rhizosolenia spp.,P,EPW,7/25/2024,Diatom,
Scrippsiella,P,EPW,7/25/2024,Dinoflagellate,
Stephanopyxis spp.,P,EPW,7/25/2024,Diatom,
Thalassionema spp.,P,EPW,7/25/2024,Diatom,
Thalassiosira spp.,P,EPW,7/25/2024,Diatom,
Cerataulina spp.,P,EPW,8/1/2024,Diatom,
Chaetoceros concavicornis,P,EPW,8/1/2024,Diatom,
Chaetoceros laciniosus,P,EPW,8/1/2024,Diatom,
Chaetoceros socialis,P,EPW,8/1/2024,Diatom,
Chaetoceros spp.,A,EPW,8/1/2024,Diatom,
Coscinodiscus spp.,P,EPW,8/1/2024,Diatom,
Dictyocha spp. (Chromophyte),P,EPW,8/1/2024,Silicoflagellate,
Dinophysis spp.,P,EPW,8/1/2024,Dinoflagellate,
Dissodinium,P,EPW,8/1/2024,Dinoflagellate,
Ditylum spp.,P,EPW,8/1/2024,Diatom,
Guinardia spp.,P,EPW,8/1/2024,Diatom,
Heterocapsa spp.,P,EPW,8/1/2024,Dinoflagellate,
Lauderia spp.,P,EPW,8/1/2024,Diatom,
Leptocylindrus spp.,P,EPW,8/1/2024,Diatom,
Nitzschia morphotype,P,EPW,8/1/2024,Diatom,
Pleurosigma morphotype,P,EPW,8/1/2024,Diatom,
Protoperidinium spp.,P,EPW,8/1/2024,Dinoflagellate,
Pseudo-nitzschia spp.,A,EPW,8/1/2024,Diatom,
Rhizosolenia spp.,B,EPW,8/1/2024,Diatom,
Scrippsiella,P,EPW,8/1/2024,Dinoflagellate,
Skeletonema spp.,P,EPW,8/1/2024,Diatom,
Thalassionema spp.,P,EPW,8/1/2024,Diatom,
Thalassiosira spp.,P,EPW,8/1/2024,Diatom,
Alexandrium spp.,P,EPW,8/9/2024,Dinoflagellate,
Amphora spp.,P,EPW,8/9/2024,Diatom,
Ceratium furca morphotype,P,EPW,8/9/2024,Dinoflagellate,
Ceratium longipes morphotype,P,EPW,8/9/2024,Dinoflagellate,
Chaetoceros concavicornis,P,EPW,8/9/2024,Diatom,
Chaetoceros debilis,P,EPW,8/9/2024,Diatom,
Chaetoceros laciniosus,P,EPW,8/9/2024,Diatom,
Chaetoceros spp.,A,EPW,8/9/2024,Diatom,
