"","Site.ID","NS","Bay","Date","Month","Year","Day.of.Yr","effort","Alexandrium spp.","Cerataulina spp.","Ceratium furca morphotype","Ceratium longipes morphotype","Chaetoceros spp.","Coscinodiscus spp.","Dictyocha spp. (Chromophyte)","Dinophysis spp.","Ditylum spp.","Entomoneis spp.","Eucampia spp.","Fragilariopsis spp.","Guinardia spp.","Heterocapsa spp.","Lauderia spp.","Leptocylindrus spp.","Licmophora spp.","Melosira spp.","Navicula morphotype","Nitzschia morphotype","Odontella spp.","Pleurosigma morphotype","Protoperidinium spp.","Pseudo-nitzschia spp.","Rhizosolenia spp.","Scrippsiella","Skeletonema spp.","Stephanopyxis spp.","Striatella","Thalassionema spp.","Thalassiosira spp."
"433","JBD","S","JAK",2022-07-05,"Jul","2022",186,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1
"434","JBD","S","JAK",2022-07-12,"Jul","2022",193,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"435","JBD","S","JAK",2023-08-08,"Aug","2023",220,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1
"436","JBD","S","JAK",2023-08-15,"Aug","2023",227,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
"437","JBD","S","JAK",2023-08-22,"Aug","2023",234,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
"438","JBD","S","JAK",2023-08-29,"Aug","2023",241,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"439","JBD","S","JAK",2024-06-11,"Jun","2024",163,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1
"440","JBD","S","JAK",2024-06-25,"Jun","2024",177,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
"441","JBD","S","JAK",2024-07-16,"Jul","2024",198,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
"442","JBD","S","JAK",2024-07-30,"Jul","2024",212,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1
"443","JBD","S","JAK",2024-08-12,"Aug","2024",225,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1
"444","JBD","S","JAK",2024-08-28,"Aug","2024",241,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1
"445","JBD","S","JAK",2024-09-25,"Sep","2024",269,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1
"446","JBR","S","JAK",2014-06-10,"Jun","2014",161,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1
"447","JBR","S","JAK",2014-06-21,"Jun","2014",172,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0
"448","JBR","S","JAK",2014-06-24,"Jun","2014",175,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"449","JBR","S","JAK",2014-07-08,"Jul","2014",189,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"450","JBR","S","JAK",2015-05-03,"May","2015",123,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1
"451","JBR","S","JAK",2015-06-06,"Jun","2015",157,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
"452","JBR","S","JAK",2016-04-03,"Apr","2016",94,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1
"453","JBR","S","JAK",2016-04-12,"Apr","2016",103,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1
"454","JBR","S","JAK",2016-04-16,"Apr","2016",107,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
"455","JBR","S","JAK",2016-04-21,"Apr","2016",112,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1
"456","JBR","S","JAK",2016-04-29,"Apr","2016",120,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1
"457","JBR","S","JAK",2016-05-02,"May","2016",123,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
"458","JBR","S","JAK",2016-05-09,"May","2016",130,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1
"459","JBR","S","JAK",2016-05-22,"May","2016",143,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
"460","JBR","S","JAK",2016-06-03,"Jun","2016",155,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1
"461","JBR","S","JAK",2016-06-20,"Jun","2016",172,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
"462","JBR","S","JAK",2016-07-17,"Jul","2016",199,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1
"463","JBR","S","JAK",2016-07-22,"Jul","2016",204,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1
"464","JBR","S","JAK",2016-07-28,"Jul","2016",210,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0
"465","JBR","S","JAK",2018-05-24,"May","2018",144,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1
"466","JBR","S","JAK",2018-05-28,"May","2018",148,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1
"467","JBR","S","JAK",2019-06-19,"Jun","2019",170,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
"468","JBR","S","JAK",2019-07-03,"Jul","2019",184,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
"469","JBR","S","JAK",2019-07-22,"Jul","2019",203,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1
"470","JBR","S","JAK",2020-05-13,"May","2020",134,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1
"471","JBR","S","JAK",2020-06-06,"Jun","2020",158,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1
"472","JBR","S","JAK",2020-06-11,"Jun","2020",163,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1
"473","JBR","S","JAK",2020-07-29,"Jul","2020",211,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1
"474","JBR","S","JAK",2020-08-11,"Aug","2020",224,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
"475","KBL","S","KAS",2014-06-06,"Jun","2014",157,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"476","KBL","S","KAS",2014-06-27,"Jun","2014",178,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"477","KBL","S","KAS",2016-05-17,"May","2016",138,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1
"478","KBL","S","KAS",2019-04-03,"Apr","2019",93,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
"479","KBL","S","KAS",2019-05-15,"May","2019",135,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
"480","KBL","S","KAS",2019-06-11,"Jun","2019",162,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1
"481","KBL","S","KAS",2020-06-10,"Jun","2020",162,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1
"482","KBL","S","KAS",2020-06-16,"Jun","2020",168,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
"483","KBL","S","KAS",2020-07-15,"Jul","2020",197,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1
"484","KBL","S","KAS",2020-08-11,"Aug","2020",224,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"485","KBL","S","KAS",2020-09-24,"Sep","2020",268,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1
"486","KBL","S","KAS",2021-06-16,"Jun","2021",167,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1
"487","KBL","S","KAS",2021-07-28,"Jul","2021",209,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
"488","KBL","S","KAS",2021-08-18,"Aug","2021",230,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1
"489","KBL","S","KAS",2022-06-16,"Jun","2022",167,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
"490","KBL","S","KAS",2023-06-16,"Jun","2023",167,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1
"491","KBL","S","KAS",2023-06-20,"Jun","2023",171,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1
"492","KBL","S","KAS",2023-06-28,"Jun","2023",179,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
"493","KBL","S","KAS",2023-07-04,"Jul","2023",185,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1
"494","KBL","S","KAS",2023-07-31,"Jul","2023",212,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
"495","KBL","S","KAS",2023-08-08,"Aug","2023",220,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1
"496","KBL","S","KAS",2023-08-15,"Aug","2023",227,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1
"497","KBL","S","KAS",2023-08-22,"Aug","2023",234,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"498","KBL","S","KAS",2024-05-07,"May","2024",128,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
"499","KBL","S","KAS",2024-07-02,"Jul","2024",184,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
"500","KBL","S","KAS",2024-07-16,"Jul","2024",198,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1
"501","KBL","S","KAS",2024-08-20,"Aug","2024",233,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"502","SVB","S","SEL",2014-08-05,"Aug","2014",217,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
"503","SVB","S","SEL",2016-04-13,"Apr","2016",104,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1
"504","SVB","S","SEL",2016-05-09,"May","2016",130,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1
"505","SVB","S","SEL",2016-06-09,"Jun","2016",161,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"506","SVB","S","SEL",2016-07-07,"Jul","2016",189,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1
"507","SVB","S","SEL",2017-04-11,"Apr","2017",101,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
"508","SVB","S","SEL",2017-06-07,"Jun","2017",158,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1
"509","SVB","S","SEL",2017-06-19,"Jun","2017",170,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1
"510","SVB","S","SEL",2017-07-20,"Jul","2017",201,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1
"511","SVB","S","SEL",2017-08-03,"Aug","2017",215,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0
"512","SVB","S","SEL",2017-08-10,"Aug","2017",222,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1
"513","SVB","S","SEL",2018-05-24,"May","2018",144,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1
"514","SVB","S","SEL",2018-07-13,"Jul","2018",194,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1
"515","SVB","S","SEL",2018-07-26,"Jul","2018",207,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1
"516","SVB","S","SEL",2018-08-02,"Aug","2018",214,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
"517","SVB","S","SEL",2018-08-09,"Aug","2018",221,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1
"518","SVB","S","SEL",2018-08-13,"Aug","2018",225,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
"519","SVB","S","SEL",2018-08-23,"Aug","2018",235,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1
"520","SVB","S","SEL",2018-08-30,"Aug","2018",242,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
"521","SVB","S","SEL",2019-04-18,"Apr","2019",108,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
"522","SVB","S","SEL",2019-05-09,"May","2019",129,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
"523","SVB","S","SEL",2019-06-13,"Jun","2019",164,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
"524","SVB","S","SEL",2019-06-26,"Jun","2019",177,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"525","SVB","S","SEL",2019-07-25,"Jul","2019",206,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1
"526","SVB","S","SEL",2019-08-01,"Aug","2019",213,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0
"527","SVB","S","SEL",2019-08-29,"Aug","2019",241,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1
"528","SVB","S","SEL",2019-09-19,"Sep","2019",262,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"529","SVB","S","SEL",2020-06-10,"Jun","2020",162,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1
"530","SVB","S","SEL",2021-05-13,"May","2021",133,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1
"531","SVB","S","SEL",2021-05-27,"May","2021",147,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1
"532","SVB","S","SEL",2021-06-04,"Jun","2021",155,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
"533","SVB","S","SEL",2021-07-22,"Jul","2021",203,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1
"534","SVB","S","SEL",2021-08-12,"Aug","2021",224,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"535","SVB","S","SEL",2022-06-09,"Jun","2022",160,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
"536","SVB","S","SEL",2022-06-23,"Jun","2022",174,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
"537","SVB","S","SEL",2022-07-21,"Jul","2022",202,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
"538","SVB","S","SEL",2022-07-29,"Jul","2022",210,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
"539","SVB","S","SEL",2022-08-05,"Aug","2022",217,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
"540","SVB","S","SEL",2022-08-09,"Aug","2022",221,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"541","SVB","S","SEL",2022-09-08,"Sep","2022",251,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
"542","SVB","S","SEL",2022-09-30,"Sep","2022",273,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
"543","SVB","S","SEL",2023-04-04,"Apr","2023",94,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"544","SVB","S","SEL",2023-05-15,"May","2023",135,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1
"545","SVB","S","SEL",2023-06-09,"Jun","2023",160,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1
"546","SVB","S","SEL",2023-06-15,"Jun","2023",166,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
"547","SVB","S","SEL",2023-06-22,"Jun","2023",173,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
"548","SVB","S","SEL",2023-07-17,"Jul","2023",198,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
"549","SVB","S","SEL",2024-05-12,"May","2024",133,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"550","SVB","S","SEL",2024-06-11,"Jun","2024",163,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1
"551","SVH","S","SEL",2015-09-25,"Sep","2015",268,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1
"552","SVH","S","SEL",2016-06-27,"Jun","2016",179,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
"553","SVH","S","SEL",2019-08-22,"Aug","2019",234,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"554","SVH","S","SEL",2020-08-20,"Aug","2020",233,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"555","SVH","S","SEL",2023-08-11,"Aug","2023",223,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1
"556","SVH","S","SEL",2023-08-22,"Aug","2023",234,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
"557","SVH","S","SEL",2023-09-27,"Sep","2023",270,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0
"558","SVS","S","SEL",2014-06-09,"Jun","2014",160,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1
"559","SVS","S","SEL",2014-07-07,"Jul","2014",188,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","SVS","S","SEL",2014-08-05,"Aug","2014",217,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
"561","SVS","S","SEL",2015-08-14,"Aug","2015",226,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1
"562","SVS","S","SEL",2016-07-20,"Jul","2016",202,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1
"563","SVS","S","SEL",2017-05-26,"May","2017",146,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"564","EPE","S","EP",2016-08-26,"Aug","2016",239,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"565","EPE","S","EP",2018-07-18,"Jul","2018",199,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
"566","EPE","S","EP",2018-07-20,"Jul","2018",201,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"567","EPE","S","EP",2020-08-04,"Aug","2020",217,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1
"568","EPE","S","EP",2020-08-11,"Aug","2020",224,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1
"569","EPE","S","EP",2023-08-29,"Aug","2023",241,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1
"570","EPE","S","EP",2023-09-19,"Sep","2023",262,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"571","EPW","S","EP",2024-06-15,"Jun","2024",167,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
"572","EPW","S","EP",2024-07-02,"Jul","2024",184,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1
"573","EPY","S","EP",2013-06-11,"Jun","2013",162,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"574","EPY","S","EP",2013-08-15,"Aug","2013",227,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"575","HMH","N","HOM",2013-06-04,"Jun","2013",155,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"576","HMH","N","HOM",2013-08-14,"Aug","2013",226,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"577","HMH","N","HOM",2013-09-18,"Sep","2013",261,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
