"","Species","Site.ID","NS","Bay","Group","Date","Month","Year","Day.of.Yr","PA","effort","num.abund","mean.abund"
"12044","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2017-11-30,"Nov","2017",334,1,1,1,1
"12045","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-01-08,"Jan","2018",8,1,1,1,1
"12046","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-03-05,"Mar","2018",64,1,1,1,1
"12047","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-05-01,"May","2018",121,1,1,1,1
"12048","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-05-06,"May","2018",126,1,1,1,1
"12049","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-05-17,"May","2018",137,1,1,1,1
"12050","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-05-24,"May","2018",144,1,1,1,1
"12051","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-05-30,"May","2018",150,1,1,1,1
"12052","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-06-19,"Jun","2018",170,1,1,1,1
"12053","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-07-18,"Jul","2018",199,1,1,1,1
"12054","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-07-24,"Jul","2018",205,1,1,1,1
"12055","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-07-29,"Jul","2018",210,1,1,1,1
"12056","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-07-30,"Jul","2018",211,1,1,1,1
"12057","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-08-07,"Aug","2018",219,1,1,1,1
"12058","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-09-11,"Sep","2018",254,1,1,1,1
"12059","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-09-27,"Sep","2018",270,1,1,1,1
"12060","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-10-02,"Oct","2018",275,1,1,1,1
"12061","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-10-10,"Oct","2018",283,1,1,1,1
"12062","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2018-10-22,"Oct","2018",295,1,1,1,1
"12063","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-01-04,"Jan","2019",4,1,1,1,1
"12064","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-05-20,"May","2019",140,1,1,1,1
"12065","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-06-02,"Jun","2019",153,1,1,1,1
"12066","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-06-19,"Jun","2019",170,1,1,1,1
"12067","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-06-21,"Jun","2019",172,1,1,1,1
"12068","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-06-24,"Jun","2019",175,1,1,1,1
"12069","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-07-02,"Jul","2019",183,1,1,1,1
"12070","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-07-22,"Jul","2019",203,1,1,1,1
"12071","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-07-29,"Jul","2019",210,1,1,1,1
"12072","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-08-07,"Aug","2019",219,1,1,1,1
"12073","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-08-14,"Aug","2019",226,1,1,1,1
"12074","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-08-22,"Aug","2019",234,1,1,1,1
"12075","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-08-28,"Aug","2019",240,1,1,1,1
"12076","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-09-04,"Sep","2019",247,1,1,1,1
"12077","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-09-12,"Sep","2019",255,1,1,1,1
"12078","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-09-19,"Sep","2019",262,1,1,1,1
"12079","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-09-26,"Sep","2019",269,1,1,1,1
"12080","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-10-02,"Oct","2019",275,1,1,1,1
"12081","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-10-31,"Oct","2019",304,1,1,1,1
"12082","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-11-21,"Nov","2019",325,1,1,1,1
"12083","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2019-12-11,"Dec","2019",345,1,1,1,1
"12084","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-02-05,"Feb","2020",36,1,1,1,1
"12085","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-05-02,"May","2020",123,1,1,1,1
"12086","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-05-13,"May","2020",134,1,1,1,1
"12087","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-06-03,"Jun","2020",155,1,1,1,1
"12088","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-06-10,"Jun","2020",162,1,1,1,1
"12089","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-06-16,"Jun","2020",168,1,1,1,1
"12090","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-06-24,"Jun","2020",176,1,1,1,1
"12091","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-06-30,"Jun","2020",182,1,1,1,1
"12092","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-07-09,"Jul","2020",191,1,1,1,1
"12093","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-07-21,"Jul","2020",203,1,1,1,1
"12094","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-07-30,"Jul","2020",212,1,1,1,1
"12095","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-08-04,"Aug","2020",217,1,1,1,1
"12096","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-08-11,"Aug","2020",224,1,1,1,1
"12097","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-08-19,"Aug","2020",232,1,1,1,1
"12098","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-09-09,"Sep","2020",253,1,1,1,1
"12099","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-09-24,"Sep","2020",268,1,1,1,1
"12100","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2020-09-29,"Sep","2020",273,1,1,1,1
"12101","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-05-05,"May","2021",125,1,1,1,1
"12102","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-06-03,"Jun","2021",154,1,1,1,1
"12103","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-06-09,"Jun","2021",160,1,1,1,1
"12104","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-06-23,"Jun","2021",174,1,1,1,1
"12105","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-07-07,"Jul","2021",188,1,1,1,1
"12106","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-07-14,"Jul","2021",195,1,1,1,1
"12107","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-07-28,"Jul","2021",209,1,1,1,1
"12108","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-08-04,"Aug","2021",216,1,1,1,1
"12109","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-08-12,"Aug","2021",224,1,1,1,1
"12110","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-08-18,"Aug","2021",230,1,1,1,1
"12111","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-08-26,"Aug","2021",238,1,1,1,1
"12112","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-09-01,"Sep","2021",244,1,1,1,1
"12113","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-09-07,"Sep","2021",250,1,1,1,1
"12114","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-10-07,"Oct","2021",280,1,1,1,1
"12115","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-10-15,"Oct","2021",288,1,1,1,1
"12116","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-10-21,"Oct","2021",294,1,1,1,1
"12117","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2021-12-29,"Dec","2021",363,1,1,1,1
"12118","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-04-21,"Apr","2022",111,1,1,1,1
"12119","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-05-04,"May","2022",124,1,1,1,1
"12120","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-05-24,"May","2022",144,1,1,1,1
"12121","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-06-01,"Jun","2022",152,1,1,1,1
"12122","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-06-16,"Jun","2022",167,1,1,1,1
"12123","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-06-30,"Jun","2022",181,1,1,1,1
"12124","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-07-07,"Jul","2022",188,1,1,1,1
"12125","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-07-12,"Jul","2022",193,1,1,1,1
"12126","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-07-21,"Jul","2022",202,1,1,1,1
"12127","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-08-16,"Aug","2022",228,1,1,1,1
"12128","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-09-06,"Sep","2022",249,1,1,1,1
"12129","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-09-14,"Sep","2022",257,1,1,1,1
"12130","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-09-28,"Sep","2022",271,1,1,1,1
"12131","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-10-05,"Oct","2022",278,1,1,1,1
"12132","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-10-12,"Oct","2022",285,1,1,1,1
"12133","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2022-10-26,"Oct","2022",299,1,1,1,1
"12134","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-05-30,"May","2023",150,1,2,1,0.5
"12135","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-06-20,"Jun","2023",171,1,1,1,1
"12136","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-06-28,"Jun","2023",179,1,1,1,1
"12137","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-07-18,"Jul","2023",199,1,1,1,1
"12138","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-07-31,"Jul","2023",212,1,1,1,1
"12139","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-08-08,"Aug","2023",220,1,1,1,1
"12140","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-08-22,"Aug","2023",234,1,1,1,1
"12141","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-08-29,"Aug","2023",241,1,1,1,1
"12142","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-09-05,"Sep","2023",248,1,1,1,1
"12143","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-09-19,"Sep","2023",262,1,1,1,1
"12144","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-09-26,"Sep","2023",269,1,1,1,1
"12145","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-10-03,"Oct","2023",276,1,1,1,1
"12146","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2023-12-01,"Dec","2023",335,1,1,1,1
"12147","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-05-09,"May","2024",130,1,1,1,1
"12148","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-05-15,"May","2024",136,1,1,1,1
"12149","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-05-21,"May","2024",142,1,1,1,1
"12150","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-05-29,"May","2024",150,1,1,1,1
"12151","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-06-04,"Jun","2024",156,1,1,1,1
"12152","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-06-11,"Jun","2024",163,1,1,1,1
"12153","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-06-19,"Jun","2024",171,1,1,1,1
"12154","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-07-10,"Jul","2024",192,1,1,1,1
"12155","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-07-24,"Jul","2024",206,1,1,2,2
"12156","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-07-26,"Jul","2024",208,1,1,1,1
"12157","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-07-31,"Jul","2024",213,1,1,2,2
"12158","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-08-07,"Aug","2024",220,1,1,1,1
"12159","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-08-14,"Aug","2024",227,1,1,1,1
"12160","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-08-21,"Aug","2024",234,1,1,1,1
"12161","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-09-04,"Sep","2024",248,1,1,1,1
"12162","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-09-11,"Sep","2024",255,1,1,1,1
"12163","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-09-18,"Sep","2024",262,1,1,1,1
"12164","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-09-23,"Sep","2024",267,1,1,1,1
"12165","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-10-02,"Oct","2024",276,1,1,1,1
"12166","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-10-23,"Oct","2024",297,1,1,1,1
"12167","Protoperidinium spp.","HMH","N","HOM","Dinoflagellate",2024-11-06,"Nov","2024",311,1,1,1,1
"12168","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2013-06-02,"Jun","2013",153,1,1,1,1
"12169","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2013-07-16,"Jul","2013",197,1,1,1,1
"12170","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2013-08-22,"Aug","2013",234,1,1,1,1
"12171","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2013-11-04,"Nov","2013",308,1,1,1,1
"12172","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2014-05-06,"May","2014",126,1,1,1,1
"12173","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2014-06-09,"Jun","2014",160,1,1,1,1
"12174","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2014-08-05,"Aug","2014",217,1,1,1,1
"12175","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2014-09-03,"Sep","2014",246,1,1,1,1
"12176","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2014-11-04,"Nov","2014",308,1,1,1,1
"12177","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2015-06-14,"Jun","2015",165,1,1,1,1
"12178","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2015-07-15,"Jul","2015",196,1,1,1,1
"12179","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2015-08-19,"Aug","2015",231,1,1,1,1
"12180","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2015-09-16,"Sep","2015",259,1,1,1,1
"12181","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2015-09-21,"Sep","2015",264,1,1,2,2
"12182","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2016-03-07,"Mar","2016",67,1,1,1,1
"12183","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2016-05-19,"May","2016",140,1,1,1,1
"12184","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2016-06-17,"Jun","2016",169,1,1,1,1
"12185","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2016-07-22,"Jul","2016",204,1,1,1,1
"12186","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2016-10-19,"Oct","2016",293,1,1,2,2
"12187","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2016-10-21,"Oct","2016",295,1,1,1,1
"12188","Protoperidinium spp.","HMS","N","HOM","Dinoflagellate",2017-01-18,"Jan","2017",18,1,1,1,1
"12189","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2014-08-14,"Aug","2014",226,1,2,1,0.5
"12190","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2014-09-15,"Sep","2014",258,1,2,1,0.5
"12191","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2014-09-22,"Sep","2014",265,1,2,1,0.5
"12192","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2015-05-08,"May","2015",128,1,1,1,1
"12193","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2017-05-30,"May","2017",150,1,1,1,1
"12194","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2019-07-02,"Jul","2019",183,1,1,1,1
"12195","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2020-05-13,"May","2020",134,1,1,1,1
"12196","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2022-06-09,"Jun","2022",160,1,1,1,1
"12197","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2023-04-18,"Apr","2023",108,1,1,1,1
"12198","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2023-05-23,"May","2023",143,1,1,1,1
"12199","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2023-05-30,"May","2023",150,1,1,1,1
"12200","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2023-06-05,"Jun","2023",156,1,1,1,1
"12201","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2023-06-28,"Jun","2023",179,1,1,1,1
"12202","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2023-07-11,"Jul","2023",192,1,1,1,1
"12203","Protoperidinium spp.","JBB","S","JAK","Dinoflagellate",2023-07-25,"Jul","2023",206,1,1,1,1
"12204","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-06-17,"Jun","2013",168,1,1,1,1
"12205","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-06-21,"Jun","2013",172,1,1,1,1
"12206","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-06-24,"Jun","2013",175,1,1,1,1
"12207","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-06-26,"Jun","2013",177,1,1,1,1
"12208","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-07-03,"Jul","2013",184,1,1,1,1
"12209","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-07-08,"Jul","2013",189,1,1,1,1
"12210","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-07-15,"Jul","2013",196,1,1,1,1
"12211","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-07-22,"Jul","2013",203,1,1,1,1
"12212","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-08-14,"Aug","2013",226,1,1,1,1
"12213","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-08-30,"Aug","2013",242,1,1,1,1
"12214","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2013-09-27,"Sep","2013",270,1,1,1,1
"12215","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2014-06-06,"Jun","2014",157,1,1,1,1
"12216","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2014-06-13,"Jun","2014",164,1,1,1,1
"12217","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2014-06-17,"Jun","2014",168,1,1,1,1
"12218","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2014-08-04,"Aug","2014",216,1,1,1,1
"12219","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2015-06-28,"Jun","2015",179,1,1,1,1
"12220","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2016-06-01,"Jun","2016",153,1,1,1,1
"12221","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2016-06-16,"Jun","2016",168,1,2,1,0.5
"12222","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2016-09-14,"Sep","2016",258,1,1,1,1
"12223","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2016-11-04,"Nov","2016",309,1,1,1,1
"12224","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2017-10-06,"Oct","2017",279,1,1,1,1
"12225","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2018-09-26,"Sep","2018",269,1,1,1,1
"12226","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2019-04-23,"Apr","2019",113,1,1,1,1
"12227","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2019-10-08,"Oct","2019",281,1,1,1,1
"12228","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2020-06-03,"Jun","2020",155,1,1,1,1
"12229","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2020-07-15,"Jul","2020",197,1,1,1,1
"12230","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2020-08-25,"Aug","2020",238,1,1,1,1
"12231","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2021-07-28,"Jul","2021",209,1,1,1,1
"12232","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2021-08-18,"Aug","2021",230,1,1,1,1
"12233","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2022-07-05,"Jul","2022",186,1,1,1,1
"12234","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2022-07-12,"Jul","2022",193,1,1,1,1
"12235","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2023-08-08,"Aug","2023",220,1,1,1,1
"12236","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2023-08-15,"Aug","2023",227,1,1,1,1
"12237","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2023-08-22,"Aug","2023",234,1,1,1,1
"12238","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2023-08-29,"Aug","2023",241,1,1,1,1
"12239","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2023-09-05,"Sep","2023",248,1,1,1,1
"12240","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2023-09-26,"Sep","2023",269,1,1,1,1
"12241","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2023-10-03,"Oct","2023",276,1,1,1,1
"12242","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2023-10-12,"Oct","2023",285,1,1,1,1
"12243","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2023-10-26,"Oct","2023",299,1,1,1,1
"12244","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-04-02,"Apr","2024",93,1,1,1,1
"12245","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-04-17,"Apr","2024",108,1,1,1,1
"12246","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-04-23,"Apr","2024",114,1,1,1,1
"12247","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-05-07,"May","2024",128,1,1,1,1
"12248","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-05-14,"May","2024",135,1,1,1,1
"12249","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-05-21,"May","2024",142,1,1,1,1
"12250","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-05-27,"May","2024",148,1,1,2,2
"12251","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-06-04,"Jun","2024",156,1,1,1,1
"12252","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-06-11,"Jun","2024",163,1,1,1,1
"12253","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-06-18,"Jun","2024",170,1,1,1,1
"12254","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-07-02,"Jul","2024",184,1,1,1,1
"12255","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-07-09,"Jul","2024",191,1,1,1,1
"12256","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-07-16,"Jul","2024",198,1,1,1,1
"12257","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-07-23,"Jul","2024",205,1,1,1,1
"12258","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-07-30,"Jul","2024",212,1,1,1,1
"12259","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-08-05,"Aug","2024",218,1,1,2,2
"12260","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-08-12,"Aug","2024",225,1,1,1,1
"12261","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-08-20,"Aug","2024",233,1,1,1,1
"12262","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-08-28,"Aug","2024",241,1,1,1,1
"12263","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-09-18,"Sep","2024",262,1,1,1,1
"12264","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-09-25,"Sep","2024",269,1,1,1,1
"12265","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-10-02,"Oct","2024",276,1,1,1,1
"12266","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-10-10,"Oct","2024",284,1,1,1,1
"12267","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-10-15,"Oct","2024",289,1,1,1,1
"12268","Protoperidinium spp.","JBD","S","JAK","Dinoflagellate",2024-11-06,"Nov","2024",311,1,1,1,1
"12269","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-05-19,"May","2013",139,1,1,3,3
"12270","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-05-26,"May","2013",146,1,1,1,1
"12271","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-06-09,"Jun","2013",160,1,1,1,1
"12272","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-06-19,"Jun","2013",170,1,1,2,2
"12273","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-07-09,"Jul","2013",190,1,1,1,1
"12274","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-07-14,"Jul","2013",195,1,1,2,2
"12275","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-07-23,"Jul","2013",204,1,1,1,1
"12276","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-08-06,"Aug","2013",218,1,1,2,2
"12277","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-08-11,"Aug","2013",223,1,1,1,1
"12278","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-08-16,"Aug","2013",228,1,1,1,1
"12279","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-09-11,"Sep","2013",254,1,1,1,1
"12280","Protoperidinium spp.","JBR","S","JAK","Dinoflagellate",2013-10-01,"Oct","2013",274,1,1,1,1
